,Date,User,Tweet
306,2019-05-18 09:08:27+00:00,SanjaiSorick,"@TimesNow Kejriwal is more valuable to BJP when alive! 
#BJP 
#AAP 
#NarendraModi 
#AmitShah"
307,2019-05-18 09:07:19+00:00,tfarcdrow,@ANI Press conference by modi are scripted and with one person only. 😂 #LokSabhaElections2019
308,2019-05-18 09:06:06+00:00,jdpatel27,"@ThePlacardGuy This days, all the ayyubs are rattling so desperately against #NaMo n #BJP..."
309,2019-05-18 09:02:47+00:00,NEELisPREET,"#BJP Press Conference: #AmitShah giving details of what #NarendraModi &amp; #BJP4India have done in the last 5 years

#Congress Press Conference: #RahulGandhi: MODI...MODI...MODI...MODI

#LokSabhaElections2019 #ModiHiAayega #CongressMuktBharat #ModiAaneWalaHai #ModiPressConference"
310,2019-05-18 09:01:34+00:00,HashimYJSpeaks,Dear #Opposition protect #evms from #BJP n keep good security at #strongroom as from tom they will make #godimedia predict modi win with 300 325 seats n den will start foul play to make it true... @INCIndia buck up be at strong room 24*7
311,2019-05-18 08:59:57+00:00,Sarcastic_SR,"The sense I get from people I talk to is that they are voting for #BJP not because they like what BJP has done in last 5 years.
It is more so because they don't want @RahulGandhi to become PM. I think #Congress needs to think about it for future. #election2019 1/2"
312,2019-05-18 08:58:53+00:00,jonathanalal,"The #Politics of the #BJP are now on #Personal differences, #Hatred and verbal attacks. Gone are the good old days of #atalbiharivajpayee ji when differences were #political and not personal. #LokSabhaEelctions2019 #bhaktlogic #NaMo #divider_in_chief #Academics4Namo"
313,2019-05-18 08:53:33+00:00,puranik_kaushik,Why are the political parties fighting about why Godse killed Gandhi and was it justified.....it's been 70 years since that incident just leave it and focus on the elections... #Elections2019 #BJP #Congress @RahulGandhi @narendramodi
314,2019-05-18 08:53:22+00:00,umakantsingh_IN,"#MuteModi, it wrong, it  #Modi3.0 for 2024 as he lost 2019 already, for that meditation in Himalayas, but Rahul Gandhi just still on 0.9? #LokSabhaElections2019 #Kedarnath"
315,2019-05-18 08:50:33+00:00,RahulVashishth,Loksabha result will depend on those voters who did not vote to BJP in 2009 but voted BJP in 2014. Are they still supporting BJP and on what issues. #AAP #BJP #AbkiBaarKiskiSarkar #RahulGandh #Congress #RavishKumar #ABPnews #Bengal #PriyankaGandhi #ramlal
316,2019-05-18 08:49:34+00:00,harishcapital10,"@Sumita09445393 #Gandhi #Nehru planted by #British 4 #Pakistan @Bose_Netaji gave freedom via #IndianArmy , our soldiers revolted on ""Tum muse khoon do mai tumhe AZADI duga"" but we were taught wrong history. Even #SoniaGandhi planted either by KGB or POP.#RahulGandhi funded by #China #Pakistan"
317,2019-05-18 08:47:42+00:00,HashimYJSpeaks,"Lastly @ECISVEEP institution is also broken into pieces....Thanks to #BJP for doing aisi ki tesi of #democracy 
#ashoklavasa salute u"
318,2019-05-18 08:46:31+00:00,Rajesh_Sirka,"After 23rd..
1. #Democracy in danger 
2. #EVM is hacked 
3. #BJP polarised voters.
3. Election ll dissolve for ever.
4. #Muslim living in fear
5. #JaiSriRam is haunting 
7. Hindu become more intolerance
8. Gov. Institution r working under #MODI

@BJP4India 
#मोदी_सरकार_फिर_से"
319,2019-05-18 08:44:08+00:00,MonuMis48327206,"#dnt know why people fight for a family who actually screwed us .
#by just giving us computer,maruti #IIT #IIM BUT WHAT GAYATRI DEVI JEWELLERY #WHAT ABOUT 2G SCAM WHAT #DLF CHIT FUND .
MAY MODI IS THIEF FROM YOUR WAYS 
BUT ATLEAST HE DON'T HAVE ANY #CHEATING  #BJP"
320,2019-05-18 08:43:49+00:00,VatsalChirimar,"A #BJP supporter had come to meet me. Following the tradition of Atithi Devo Bhava, welcomed him and served him #chai and #Pakoda . He got upset and left abruptly. Still wondering why ? 🤔 #Elections2019 #Battle2019"
321,2019-05-18 08:41:15+00:00,iHarishBhardwaj,"I #think #renaming streets, colonies, complexes, cities or any #infrastructure won’t make any difference.. be #secular &amp; #remove the #negativity. I hate this naming or renaming projects or things on #famous people. #useless #pathetic
@BJP4India @INCIndia #bjp #congress
#dbz_diary"
322,2019-05-18 08:40:15+00:00,sannisinha,"Trains in India will never be on time, I thought there will be changes in Modi govt, but no....! #NarendraModi #piyushgoyal"
323,2019-05-18 08:36:49+00:00,CoolRahulBajaj,"#LokSabhaElections2019
#DeshKaGauravModi
#ApnaModiAayega
Earlier middlemen used to siphon off benefits meant for the poor and vulnerable. Today, Jan Dhan &amp; Aadhaar are ensuring benefits flow directly to bank accounts of the poor. All of this happening under Modi govt.
NaMo App"
324,2019-05-18 08:35:46+00:00,Utsav6589,"@RahulGandhi You don't worry Mr Gandhi, AAYEGA TO MODI HI....then he will give answer okay..!!

Delhi abhi dur he...Abki bar phir Modi sarkar...#LokSabhaElections2019 @narendramodi"
325,2019-05-18 08:34:41+00:00,gaganshankarsh1,"Every news channel is covering Modi's Kedarnath Yatra since morning. Is this not impacting voters in 7th phase ?
@INCIndia 
@dhruv_rathee 
@Gabbar0099 
#LokSabhaElections2019 
#unfairmedia"
326,2019-05-18 08:34:25+00:00,Cdhar7,@akamankumar4221 @k_satyarthi How that's possible. Existence of #BJP and RSS is pivoted their sinister project to kill soul of India and its moral icons.
327,2019-05-18 08:34:21+00:00,CaptAKJ,"No resp fr #PragyaSinghThakur or #Godse, bt y #Gandhi jee has to b abv board? Just cos he was portrayed in d west as d messiah f peace? Every1 has flaws &amp; Bapu wasn't abv board. Let ppl decide right/wrong, media needn't push its own agenda beyond a point. #LokSabhaElections2019"
328,2019-05-18 08:34:18+00:00,Ansh_Rathore,@IamSkDaiya One sided hair cut #javedhabib in #bjp
329,2019-05-18 08:29:19+00:00,bmbagri,@timesofindia When will #BJP understand that #IndiraGandhi was from @INCIndia and can be given credit by them for #71 #Bangladesh war win and  rising of the sun too . #Modi is responsible for even a small incident in a small village even if ruled by #opposition parties. Can't do any good. 😉
330,2019-05-18 08:27:35+00:00,drsarosh,"The #BengalPollViolence was just a trailer by the #bjp 
Imagine the devastation if they come to power.
So dear #Bengali friends vote wisely. 
#LokSabhaElections2019 
#MamataBannerjee 
#TMC rocks"
331,2019-05-18 08:25:11+00:00,joshamitin,"@NammaBESCOM electricity service in Bengaluru is worst than Patna. #ElectricityWoesInNammaBengaluru 
Specially when you hear lots of people talking about electricity accomplishment of #BJP in state where it formed Government. 
#AayegaToModiHi"
332,2019-05-18 08:21:19+00:00,SanjeevK__,"BJP+ win in West Bengal is
#ExitPollResults
#ExitPolls #Kedarnath #LaxmmiBomb 
#AayegaToModiHi 
#BuddhaPurnima #OnePlusFluidAmoled 
#ApnaModiAyega 
#AbkiBaar300Paar #LokSabhaElections2019"
333,2019-05-18 08:19:38+00:00,KarthikThiru126,"Situation on May 23rd 2019 :

BJP will dedicate their victory to Karyakartas &amp; people of India 

All Oppstn - Will complain about defeat due to EVMs 

@narendramodi @AmitShah @blsanthosh @CTRavi_BJP @BJP4India 

#LokSabhaElections2019 
#ModiHaiTohMumkinHai"
334,2019-05-18 08:18:59+00:00,SanjeevK__,"BJP+ win in Bihar is
#ExitPollResults
#ExitPolls #Kedarnath #LaxmmiBomb 
#AayegaToModiHi 
#BuddhaPurnima #OnePlusFluidAmoled 
#ApnaModiAyega 
#AbkiBaar300Paar #LokSabhaElections2019"
335,2019-05-18 08:18:40+00:00,pkm1999,"@rupasubramanya @narendramodi @AmitShah @RahulGandhi This was not the PM but the caretaker PM..  It was a BJP press conference , it had no . of BJP Karyakartas  on the dais...  Obviously the BJP President was the Leader of the team .  #Narendramodi is just a Prime Ministerial candidate , not the PM in the  making.. #Elections2019"
336,2019-05-18 08:17:55+00:00,bhabani_lenka,"What if #AmitShah is the real boss &amp; #Modi is the mask, a remote controlled PM. Just like we all have accused #SoniaGandhi to remote control #ManmohanSingh for a decade. 
That #ModiPressConference indeed showed some sign. 
#LokSabhaElections2019 
#ModiHaiTohGodseHai
#ModiTohGaya"
337,2019-05-18 08:15:59+00:00,pkm1999,"@mkvenu1 This was not the PM but the caretaker PM..  It was a BJP press conference , it had no . of BJP Karyakartas  on the dais...  Obviously the BJP President was the Leader of the team .  #Narendramodi is just a Prime Ministerial candidate , not the PM in the  making.. #Elections2019"
338,2019-05-18 08:14:33+00:00,pkm1999,"@sumanthraman This was not the PM but the caretaker PM..  It was a BJP press conference , it had no . of BJP Karyakartas  on the dais...  Obviously the BJP President was the Leader of the team .  #Narendramodi is just a Prime Ministerial candidate , not the PM in the  making.. #Elections2019"
339,2019-05-18 08:13:43+00:00,Deepkaran_INC,"People like Pragya Singh Thakur are killing the soul of India and the BJP should expel her from the party.

#LokSabhaElections2019
#PragyaSinghThakur"
340,2019-05-18 08:13:33+00:00,OmiiiZing,"@love83_manju @joBeeGeorgeous 🤣🤣🤣 chaprASSeees idea of how to learn English ... 

Is that why her #pappu like Pappa feku is inducting #congress Einsteins into #bjp 🤣🤣🤣

A simple Wren and Martin could have done 

Is that what #hindutva goons taught u 😁"
341,2019-05-18 08:11:38+00:00,KhushbooTweets,"""People like Pragya are not only killing his soul but are murdering non-violence, peace, tolerance and the soul of India. Gandhi is above all power and politics"", says @k_satyarthi.

#PragyaSinghThakur #PragyaThakur #LoksabhaElections2019"
342,2019-05-18 08:10:13+00:00,PriyaSogani,India - Why PM Modi has been made a respondent in a case against him? How to logically argue when supreme court registry asks that ! #saketgokhale #NarendraModi #righttoinformation #rti #SupremeCourt #article19 #politicslive
343,2019-05-18 08:05:01+00:00,annavetticad,"Since Friday, May 17, evening, I can't find #NaMo TV anywhere on my TV. My daily fix of farce is gone. Suggestions for alternatives are invited. #BJP #SaturdayThoughts"
344,2019-05-18 08:04:50+00:00,peppersprae,"@firstpost Who says #BJP's campaigning is done and dusted, our Ex PM is still in election mode 😁"
345,2019-05-18 08:04:16+00:00,Jordarjosh,"I Guess 240-260 for BJP... 

Whats your guess (be realistic)

#AayegaTohModiHi 
#Kedarnath 
#2019ElectionResult
#LokSabhaElections2019"
346,2019-05-18 08:02:54+00:00,pkm1999,"@tjoseph0010 If signifies that if #BJP   does not get the nos. , in 2019 , #NarendraModi   will leave the capital with his backpack..   New @BJP4India  leadership will hand/take over the reins , #Modi was a one time PM , 2014-2019  &amp;  #Modi era is over ....     @paranjoygt     @priyankac19"
347,2019-05-18 08:01:33+00:00,Ipriyanka_D,"It's so sad that many people support #Modi only bcoz they don't want #RahulGandhi. We so badly need more leaders. 
But is it possible?
One party don't allow anyone @ top without d surname of Gandhi.
Another party don't let anyone else go even near the ladder let alone climb it."
348,2019-05-18 07:54:48+00:00,johnmathew0308,"@RahulGandhi Yes, as BJP &amp; RSS portrays as the Defenders of Hindu Faith, What they have done for the common Hindu Devotees of this land, I forget all their promises of 2014 as a Citizen of this land but... 
You Fox 🦊 (#Kurukan) clothed as a sheep with Fake Promises #FoxModi #NarendraModi"
349,2019-05-18 07:53:04+00:00,thedevilishere9,"Ab ki baar Modi sarkaar slogan is a clear indication that BJP and RSS is down on its knees and this man is their führer.

#BJP #RSS #India"
350,2019-05-18 07:51:27+00:00,sachin06,@abhisar_sharma @bainjal all jealous people will use Burnol on 23rd 😀#Modi #BJP
351,2019-05-18 07:48:02+00:00,ricky4ricardo,First press conference in 5 years modi didn't have the balls to take on any questions.. He had his daddy Amit to cover him. #NarendraModi
352,2019-05-18 07:47:28+00:00,mghnaa,"what the #loksabhaelections2019 campaigns *could* have been about : employment, economic growth, reclaiming secularism, reworking environmental policies.

what the #loksabhaelections2019 campaigns have *mostly* been about : Rajiv Gandhi, Godse, gaumutra, Pakistan, mangoes."
353,2019-05-18 07:39:17+00:00,Manojku92436379,@narendramodi Congratulations in advance for winning 403 seats #BJP #ModiAaneWalaHai
354,2019-05-18 07:37:35+00:00,saravanangee,Keeping Arora as @ECISVEEP ECI could invite more troubles for parties who are against @BJP4India   #BJP.
355,2019-05-18 07:37:12+00:00,AtthiDevarajan,"@_SampathKP Not unlikely. Quite possible. But , whether he wl do it having sailed so too far with atti-#BJP cum anti/@narendramodi team so too critically all these days. It is d moot question. But nothing is impossible in these days of politics."
356,2019-05-18 07:35:01+00:00,Anadinidhana,"@YashwantSinha Lol at ur house your chowkidar son is not listening to your words, then how can you think people will listen to your words!!! 
People will vote for #modi 
Go holiday for one month, don't watch TV and oath taking ceremony of PM #NarendraModi and @jayantsinha #PhirEkBaarModiSarkar"
357,2019-05-18 07:31:59+00:00,jsprt20,@sardesairajdeep @sadhavi @ArvindKejriwal Start blaming others for your defeat. Blame Muslims for everything and anything. Introspect why inspite of splendid work in education/healthcare you are losing. Get rid of coterie which is giving wrong advice. In same interview #arvindkejriiwal says ready to align with #BJP
358,2019-05-18 07:30:28+00:00,vi_jaykumar,@amritabhinder @BJP4Himachal @jairamthakurbjp @BJP4India @BJYM @narendramodi @AmitShah That's the difference between #Congress &amp; #BJP
359,2019-05-18 07:25:31+00:00,AshuOnTvvitter,"Mathematics says #bjp has to earn 30-35 seats in #Bangal and #odissa to counter #UttarPradesh. If it doesn't require, it means our society is coming out of caste and religion. #beingIndian"
360,2019-05-18 07:19:30+00:00,Ferraodesigns,So Brahmin Muslims and Christians were happy to elect Narendra Modi in 2014 despite his track record as Gujarat CM. #RSS #BJP #Muslims #Christians #Brahmancal #Congress #RahulGandhi #Fascism #India #Trump #
361,2019-05-18 07:16:59+00:00,journalistHari,Seems CPM #Kerala may abandon its pro minority policy if LS poll results r unfavorable. They may shift to a soft #Hindutva stand which they had used successfully in the past to win #Hindus back frm #BJP. CPM ldr Jayarajan's request to ban bruqa wearing voters is the 1st salvo.
362,2019-05-18 07:15:57+00:00,GOJENMIGI,@ETOpinion @EconomicTimes This kind of donkeys get tickets in #bjp so it is very dangerous for country’s long run
363,2019-05-18 07:15:25+00:00,GulteOfficial,#BJP May Get Less Than 10 Seats In South: #KCR
364,2019-05-18 07:15:25+00:00,mehuljain1108,"Modi birth date is 17th and this is 17th lok Sabha election, it may be possible this coinstence break all the records. BJP will get 350+ seats.
#ModiOnBharat 
#AyegaTohModiHi 
#bjp
#congress 
#CongressMuktBharat"
365,2019-05-18 07:08:44+00:00,vermsnaren,@nramind And how about u Mr controversial editor in chief who is known to spew his venom against @narendramodi  and #BJP ... it seems #ModiAaneWalaHai has put u in tight spot ..now u can either run or join the bandwagon... mr Dolt wake up.. this country knows u pretty well..
366,2019-05-18 07:08:19+00:00,PuriVirender,@RituRathaur Those in power may have political compulsions on self proclaimed Mahatma but as an ordinary citizen &amp; ordinary member of #BJP people like me are not under any obligation We stand with #SadhviPragya India loves #SatdarPatel #BhagatSingh #NetajiSubhashChandraBose than #Gandhi/Nehru
367,2019-05-18 07:05:24+00:00,gurvirgureh,"@RahulGandhi Congress+  = 215+
BJP+      =  -150
Others    =  -180
#LokSabhaElections2019"
368,2019-05-18 07:04:25+00:00,kochattil,"After having tried and failed to provoke voters to cast their ballots against @BJP4India, now @ndtv is getting @YashwantSinha to write a blog asking voters not to vote for BJP in the remaining 59 seats #LoksabhaElections2019 . What a comedown for a channel...."
369,2019-05-18 06:57:50+00:00,IkkMundaPunjabi,"""Congress has been an A-grade opposition party this election,' says Rahul Gandhi""  

We loved your role in 2014-19 and want to see @INCIndia again play A-grade opposition party from 2019-24

#LokSabhaElections2019
#AyegaTohModiHi
@BJP4India
#NaMoAgain2019"
370,2019-05-18 06:55:54+00:00,snehal_gandhi,"My prediction 
BJP -290 
Congress- 85 
Aap -0 
Others - 168 .. 
tell me urs ??? #Exitpoll2019 #LokSabhaElections2019 #ModiForPM"
371,2019-05-18 06:54:58+00:00,sumit138,"Hyderabad (TRS) out in the eliminatior.

Delhi (AAP) out in the qualifier.

Chennai (AIADMK) eliminated in finals.

Winner MUMBAI (BJP).... Trophy went to the team whose state has BJP Government.

Still having a doubt on Modi win on #23May2019
#LokSabhaElections2019
😊😊😊👏👏"
372,2019-05-18 06:52:18+00:00,San2Priya,"@htTweets @ShatruganSinha @subhashpathak Don't worry for #BJP 
Stay tuned on 23 May slip you"
373,2019-05-18 06:48:53+00:00,kulkarni_vaish,"@Ibne_Sena #RahulGandhiLies
#RahulGandhi

Absolutely right ... 

Be a strong and principled opposition, Mr Rahul Gandhi..!!"
374,2019-05-18 06:48:24+00:00,Saffron_Shweta,"Dear PM @narendramodi plz ensure that the culprits must be booked who killed  lots of #BJP karyakarta in #TMC ruled #WestBengal.
#SaveDemocracy 
#ModiHaiTohGodseHai"
375,2019-05-18 06:47:30+00:00,anoopsi63399581,"#Gorakhpur,#Mau,#Balia,#Kushinagar,#Ghoshi,#Mirjapur,#Devaria Public will Vote #BJP to defeat #MahaThagbandhan which is alliance of Opportunity &amp; corruption,with no vision,Leader ,
#LokSabhaElection2019 #Mahagadbhandhansemahavinsh"
376,2019-05-18 06:46:49+00:00,kritikasrawat25,"@RahulGandhi keep saying this nonsense that I have challenged @narendramodi for a debate&amp; he is scared to do it.Its good #modi is ignoring him,we have seen all kind of interviews of #RahulGandhi.He is that dumb kid who does everything to get attention of popular kid in school!"
377,2019-05-18 06:44:59+00:00,sandipkale82,"Andhra Pradesh Chief Minister Chandrababu Naidu is scheduled to meet with Congress president Rahul Gandhi at 10 am today, ahead of meetings with Mayawati and Akhilesh Yadav tomorrow.@yadavakhilesh @ncbn @AndhraPradeshCM @RahulGandhi #naidu #RahulGandhi #RahulGandhi"
378,2019-05-18 06:43:43+00:00,SharonFeb6,"@TarekFatah @RahulGandhi @narendramodi If BJP can monitor complete social media, tv channels, movie industry, YouTube videos, whatsapp, clouds, digital camera and much more. Big deal if he send some journalist? Sadly, no #BJP &amp; #congress wants to educated India."
379,2019-05-18 06:37:57+00:00,DPKNAMBIAR,"@DailyhuntApp #BJP coming back to power, to rule #India again for 5 more years"
380,2019-05-18 06:34:12+00:00,ABHINAVsr,"Is Rahul Gandhi is real "" Pappu "" ?? Is he proved this in all his interview . #LokSabhaElections2019 #RahulGandhi #ModiInKedarnath #ApnaModiAayega #PhirEKBaarModiSarkaar"
381,2019-05-18 06:28:12+00:00,UdayRajSinghBo1,"""My own view is that great men are of great service to their country, but they are also at certain times a great hindrance to the progress of the country. Mr Gandhi had become a positive danger to this country,""

said B.R Ambedkar

Copied-DNA

#Vote4Nation #LokSabhaElections2019"
382,2019-05-18 06:27:17+00:00,thelivingkind1,"PM Modi.... who cares whether you forgive her or not.  Where is the action against pragya? 
#Elections2019 #Congress #RahulGandhi  #PMModi #NDTVNewsBeeps #foolingthenation"
383,2019-05-18 06:25:43+00:00,AyushVish,@sagarikaghose @priyankagandhi @INCIndia #bjp result will be shocking in #UP
384,2019-05-18 06:24:16+00:00,Abhishekvsingh5,"If u wanna know n want some idea on the #LokSabhaElections2019 results then have a look on Indian Share Market Figures for the last 20 days. 

It's reclaiming Heights n SATTA BAZAAR is confident of #NarendraModi returning back to power with FULL MAJORITY of BJP in self. 

#BJP"
385,2019-05-18 06:23:54+00:00,Chinnu22256942,"@ncbn #BJP is a Party which is destroying the very essence of secular India.
#savedemocracy
#BJP_भगाओ_देश_बचाओ 
#withtdp"
386,2019-05-18 06:11:01+00:00,umakantsingh_IN,"Mandate 2019 to end of politics of fear started by Lalu Prasad Yadav, all parties like RJD, BJP,Congress,TDP who represent fear politics, to bite the dust , for sure!#LokSabhaElections2019  #kedarnath #buddhpurnima ASHOK LAVASA"
387,2019-05-18 06:10:58+00:00,lousybug,"All this to discredit  #LokSabhaElections2019 which Modi ji is likely to win &amp; bracket him in the category of Erdogan, Putin etc."
388,2019-05-18 06:08:46+00:00,SleepyCatAlways,Any person that is willing to take a life for their own beliefs is an extremist. Nathuram Godse was one. Shame on you #PragyaSinghThakur for glorifying the man that killed the father of our nation. You are the one that is anti national and anti indian. How does #bjp justify this?
389,2019-05-18 06:08:27+00:00,Ramana04723336,"Shelter home services to yellow batch criminals by #chandrababu in AP; Tenants - It Grids Ashok, #forgeryprakash, broker shivaji , #sujanachowdary ... Many more; The trash was bought to #MahaGathbandhan 😂😂 with the help tdp moles in #inc viz- chidambaram ; outdated fellow"
390,2019-05-18 06:06:56+00:00,sasi_21_7,"How well has Prime minister Modi ji explained his 5 years work for the nation in the press conference. You are a true leader modi ji. Salute. Haters gonna hate. #NarendraModi
#ModiPressConference #LokSabhaElections2019"
391,2019-05-18 06:05:40+00:00,umakantsingh_IN,"All Kannadigas on my call how defeated both BJP, and Congress ,all know, that led to JD(S) in power, if it ""true"" world JD(S) to see where its priorities to be after May23, nothing I to say further! #LokSabhaElections2019  #kedarnath #buddhpurnima ASHOK LAVASA"
392,2019-05-18 06:01:49+00:00,gaur_anubhuti,"Election Commission crisis deepens as Election Commissioner Ashok Lavasa opts out of the full Commission meetings as his dissent note not included. Raises further questions on the clean chits given to PM Modi.
@NewsHtn 
#LokSabhaElections2019 
#ElectionCommissionOfIndia"
393,2019-05-18 06:01:45+00:00,ahindras,"Even if #BJP wins in West Bengal, will the lost culture come back ?"
394,2019-05-18 05:56:49+00:00,MayukhDuke,"The number of articles saying CPM votes are going to the BJP may be more than the number of votes that may actually go to the BJP from the CPM 😁

Via- @sourjya12 
#LokSabhaElections2019 #WestBengal"
395,2019-05-18 05:55:30+00:00,dpk2266,"@Dafruity @BDUTT @htTweets Until 2024 when #Pappu will be reformed and reborn again  ... and then again Pappu ki bahen will ""finally"" make her debut entry into politics and the whole nation will go Gaggas over how she is the new avatar of her Dadi ... Barkha Rani and #INC already given up this elections..."
396,2019-05-18 05:52:35+00:00,mrinalpant,"@_Kumar_Ajay @NewsNationTV @INCIndia @BJP4India @divyaspandana @madhukishwar Representatives of #BJP #RSS and Modi-Shah duo have come all out to further annihilate #Gandhiji , praise #Godse and insult the nation. Clear and sickening display of fasicm. #BJPSupportsTerrorists #BJPseDemocracyBachao #गांधी"
397,2019-05-18 05:52:09+00:00,umakantsingh_IN,"Naidu trying to contact @yadavakhilesh @Mayawati after Congress to create confusion in eastern UP, where all know it fight between SP-BSP and Congress of Priyanka Gandhi, BJP already trailing, so it upto them id they meet or not! #kedarnath #LokSabhaElections2019"
398,2019-05-18 05:47:46+00:00,haritho,@BBCRajiniV Can you imagine the #BJP and sanghi outrage if this was a similar press conference with Manmohan Singh and Congress president Sonia Gandhi. Now these trolls justify the silence 😁😁
399,2019-05-18 05:46:25+00:00,vssanakan,"2019 will be remembered as an Election fought by @ECISVEEP and BJP led NDA on one side. 

#LokSabhaElections2019 
#ElectionCommission"
400,2019-05-18 05:46:15+00:00,akasharma83,"whom do you expect to be on that chair 
#BJP #Congress #ElectionResults #Election2019"
401,2019-05-18 05:45:37+00:00,glimpsesindia,"#NarendraModi #MamtaBanerjee 
BJP 258+ congress 70+ NDA 315+
UPA 95+
UP all Gadhbandhan 27+
Communist 6+ AAP-0
Note:Purely Authantic Individual assesment.BengalBJP14-18 seat.Kerala3+,Punjab3-4,T'nadu 4,K't aka16-22 #23May2019 
#BJP4India @ANI @BJP4India @INCIndia @AamAadmiParty"
402,2019-05-18 05:44:35+00:00,anilsharma45,We are in for a big reshuffle both in #BJP and #Congress in #Rajasthan after declaration of #LokSabhaElections2019 Results on May 23. @INCIndia May see greater changes then #BJP
403,2019-05-18 05:43:21+00:00,AmitabhBJP,"#LokSabhaElections2019 is the only election where Price rise &amp; Corruption was not an issue. The common slogan of all political parties &amp; public was #Modi.

BJP/NDA:
MODI......MODI....MODI....MODI

Opposition:
MODI......MODI....MODI....MODI

Public:
MODI......MODI....MODI....MODI"
404,2019-05-18 05:43:06+00:00,ShaanRao6,#BJP President Amit Shah offers prayers at #Somnath Temple in Gujarat
405,2019-05-18 05:42:20+00:00,fmagellan15191,"In the Game of Thrones, do you think @ArvindKejriwal will ever get to sit on the Indian Throne ?
#IndianElections2019 #bjp #congress #aap #GameofThrones"
406,2019-05-18 05:38:54+00:00,umakantsingh_IN,"No body should get trapped with Naidu talks, it clear going to be united parties govt without BJP-Congress, first BJP, then Congress, Naidu  just creating confusion in evolving political dynamics in country! #Kedarnath #BuddhaPurnima #LokSabhaElections2019"
407,2019-05-18 05:38:49+00:00,ElectionInfo1,"Do you know what will happen if these thugs sitting in opposition come to power 
1. EVMs will be scrapped
2. Ballots will be back
3. Booth capturing will return
4. Counting of votes will be managed 
5. No BJP will ever be able to challenge their power !

#LokSabhaElections2019"
408,2019-05-18 05:33:27+00:00,ghulaminamnzur,@madhukishwar #BJP ’s comment on #Gandhi ’s murder are appalling. Indians still going to #vote for them again?
409,2019-05-18 05:30:35+00:00,KKTyagi65,"#BJP  NaMo is truly pride of India. Hope that he is going to take  NATION in his new stint to new heights, Before him , baring Atal &amp; Shastri ji , all PM were doing good for their kith &amp; kin, they never focussed so much 4 uplifting downtrodden. Let us all wish him all the best."
410,2019-05-18 05:30:04+00:00,daanapani,@SecretDurga2 @Blue_Box_Balak @AmlanMukherje15 #BJP can do this if this time comes in power.
411,2019-05-18 05:26:26+00:00,PeacefulHind,"Prime Minister Shri #NarendraModi
Said he has not forgiven Pragya Singh Thakur by heart!

Obiovsly it's because love &amp; respect  towards Mahatma Gandhi !

Q. If love &amp; respect is so genuine definitely he should have removed her from fighting election!

#MuteModi PM Modi Telegraph"
412,2019-05-18 05:26:00+00:00,MrSunilKumawat,@chetan_bhagat Absolutely #BJP
413,2019-05-18 05:23:46+00:00,DBhandari14,"@RahulGandhi Congratulations To u @RahulGandhi u tried to face something called as interview on ur own turf after 4 phases of elections !! Next time u won't be in politics..so far till now...u did ok ok!!

And yes importantly 

#AayegaTohModiHi @narendramodi #Modi #LokSabhaElections2019"
414,2019-05-18 05:23:33+00:00,DrAMSinghvi,"Strange stories amazing facts: worlds’s largest demo; single party #bjp with abs majority; first non Cong abs majority govt. yet #PM has #FIRST presser on 17/5/19, at end of full term! And takes no questions! Is this not new distorted #Alice wderland definition of #accountability"
415,2019-05-18 05:23:08+00:00,Raghubv,"Watchin @IndiaToday is off so much fun,anchor asks q 2 ppl standin in Q ""how long u had 2 wait coz PM was doing pooja"" all say bham bham bole,ab ki bar #modi sarkar n anchor tries 2 move away n ask others but all saying same so he starts talkin 2 studio #ModiInKedarnath #BJP"
416,2019-05-18 05:20:08+00:00,sqharshad,"Last phase of election will have greater impact on result, main factors
Ishwar chand vidyasagar
Godse
Pragya thakur
Mute press conference
ECI tantrums
Rahul Gandhi press interaction
Who is benefitting? 
#GeneralElections2019
#7thphaseloksabhapolls #LokSabhaElections2019"
417,2019-05-18 05:19:56+00:00,PursueRam,@htTweets @priyankagandhi @sunetrac What is @INCIndia stand on TN Assembly's resolution on exoneration of Rajiv Gandhi's assassins?#LokSabhaElections2019 #Election2019
418,2019-05-18 05:16:11+00:00,niketaga,"No matter how much I support @narendramodi, in these campaign Congress was good and most importantly their manifesto is much better than #bjp the only thing goes against #Congress is top level leadership and Gandhi family"
419,2019-05-18 05:15:07+00:00,chaloo_pandey,Next two days it’s only Modi-Modi on tv. No space for Rahul. What should Rahul do to counter this master strategist duo of Modi-Shah? Maybe get his Thailand visit telecast that may probably give more TRP to him but still no votes . #Kedarnath #Badrinath #NarendraModi
420,2019-05-18 05:07:25+00:00,bihari_yuva_,"Who will form the next government.
#ExitPoll #government #Congress #BJP"
421,2019-05-18 05:07:10+00:00,PraveenDutta,"I thank the @PMOIndia for unequivocally condemning #SadhviPragya statement on #Gandhiji n #Godse. Sir had you done the same on first mob lynching in 2014, #BJP would really have crossed 300+ in final verdict of #Loksabhaelections2019 . If you come back, pls remember this."
422,2019-05-18 05:07:03+00:00,Hritikkabra0,"@AmitShah 23 may 2019 loksabha election results declared on this day BJP leads a Clear majority and win this Election and declare biggest party of the county
#loksabha 
#PhirEkBaarModiSarkar 
#NamoAgain 
#NarendraModi 
#AmitShah 
#BJP
🌹🌹🌹"
423,2019-05-18 04:56:47+00:00,Vijayhema87,"@shammybaweja @TimesNow @ndtv Why ? Even @IndiaToday &amp; @CNNnews18 were showing split screens of pressers of #BJP &amp; 
#Congress ."
