,Date,User,Tweet
2145,2019-05-15 17:57:24+00:00,_AtulPant,"#AskAnupam 

Why do you think Modi lies so much? 

Modi is the only person in the world who has Masters’ Degree in the Entire Political Science. Even Professors of Gujarat University came to know of this course after 2014.

#LokSabhaElections2019"
2146,2019-05-15 17:56:13+00:00,ak_agrl,"Define Paradox : @MamataOfficial crying for democracy in danger.
#Democracy
#WestBengal
#BJP #BJP4India
#BengalWithBJP 
#MamtaBanerjee
#AwardWapsiMissing
#ISupportPriyankaSharma
#LokSabhaElections2019"
2147,2019-05-15 17:53:27+00:00,TriptiRTiwari,"@derekobrienmp A Decade ago,Country thought @MamataOfficial was Simplicity Personified

Now we Realise that she has Transformed intoMost Evil, n Nefarious in her lust 4 Power

Lives of innocent #BJP Karyakartas means nothing 2her

She is an indelible blot on our Democracy

#SaveBengalFromMamta"
2148,2019-05-15 17:53:16+00:00,PramodK35889356,"#SaveBengalSaveDemocracy If still people are sleeping in Bengal.Then, Really we have to work hard.#BJP"
2149,2019-05-15 17:50:13+00:00,Padmadeo,So both Mamta Banerjee and Narendra Modi are fighting for democracy in Bengal 😂😂😂 #LokSabhaElections2019
2150,2019-05-15 17:45:57+00:00,PriyanGMenon,@maryashakil Does it matter really. Ultimately @BJP4India @RSSorg &amp; #Hindutva is winning and thats what matters to us who vote for #BJP
2151,2019-05-15 17:45:39+00:00,vaibhavkakde19,"Why there is always involvement of #BJP Whenever violence happens in our country ? 

#BengalBurning"
2152,2019-05-15 17:43:41+00:00,HowardRoark25,"#RahulKanwal the stooge of #BJP calls #AmitShah King Kong...implying the latter is a monkey...albeit an over sized one

@anuragteddy 
@shenaz_irani"
2153,2019-05-15 17:42:48+00:00,HShashanth,"BJP is getting 300 seats from Kamal Tent House
#LokSabhaElections2019"
2154,2019-05-15 17:42:41+00:00,Abhijeet_Roy_,#BengalBurning didi refuses to take question from @republic... Didi is scared of #bjp @narendramodi @AmitShah @TajinderBagga
2155,2019-05-15 17:40:58+00:00,vasoolibhai_,"#ExitPoll  
All India Tally (543 seats) 
#BJP 291 ± 14 Seats
#Cong 57 ± 9 Seats
#NDA 340 ±14 Seats
#UPA 70 ±9 Seats
Others 133 ±11 Seats"
2156,2019-05-15 17:35:18+00:00,ranjona,"Are you an Indian Bengali is the BJP question now, implying their usual divisive shit.
But since the #BJP destroyed the statue of #IshwarChandraVidyasagar, the question is: are you a Bengali or a #BJP bhakt.
Can't be both."
2157,2019-05-15 17:28:08+00:00,legion__group,"#BJP is going to win 280-300 seats. Save this Tweet!

#LokSabhaElections2019 #ExitPoll"
2158,2019-05-15 17:27:02+00:00,myobservation,"Desperation can spoil the plot ! 

Has #WestBengal CM and #BJP never heard of above !"
2159,2019-05-15 17:23:12+00:00,Mediarama2,"#Loksabhaelections2019 All the hate, violence, crude n obscene discourse, lies and the destruction of #India has been done by Modi, Shah and party. #Indians must rise against such evil if they want a hopeful future."
2160,2019-05-15 17:21:39+00:00,vikram140gulati,The #EC tweet to #Twitter to remove exit polls related tweets is in response to those suckly journalists of the #BJP who are putting out favourable tweets for them where even the polls have yet to be conducted
2161,2019-05-15 17:19:46+00:00,umakantsingh_IN,"Politics of fear, how Lalu made Bihar suffer, same politics of fear in country by Modi-Shah,going2all levels,with goons,dalals as they know if I PM on 31st May, 2 inaugurate a new jail in Nagpur in 4 months! @NitishKumar @Mayawati #LokSabhaElections2019 #BengalBurning #askanupam"
2162,2019-05-15 17:19:24+00:00,OpinionGuruu,"Things that will end if modi stays after #LokSabhaElections2019

1. Casteism
2. Corruption
3. Terrorism
4. Poverty
5. Dynastic Rule
6. Dictatorship in #Bengal"
2163,2019-05-15 17:14:52+00:00,ramreddy485,I have 100% confident about Narendra modi he will elect as Prime minister again. Retweet if you have confident. #NarendraModiJindabad #BJP #NDA
2164,2019-05-15 17:09:45+00:00,alishaikh3310,It's completely okay to transfer the #bureaucrats of #WestBengal and even fine for banning the #campaigns in the state but since there are some video proofs against #BJP as well hence a fare as well as unbiased #ElectionCommissionOfIndia should order something for them too.
2165,2019-05-15 17:07:58+00:00,balsikandar,"In every political post there is an army of Modi Bhakts arguing with several Fake Ids of a congress follower.
i.e. Many-to-one relationship
#Indianpolitics #BJP #Congress #Sarcasm"
2166,2019-05-15 17:05:41+00:00,MiskiFans,Why these #Bhimavaram Raju’s are inclined towards #BJP more...
2167,2019-05-15 17:04:57+00:00,Mediarama2,Why has @ECISVEEP ignored constant threats from #BJP and the violation of MCC by #Modi #Shah and bjp leaders since election campaign started? Performance of Sunil Arora has been irresponsible and is impeachment worthy. #WestBengal #Loksabhaelections2019
2168,2019-05-15 17:02:13+00:00,anilmampreth,What’s going on in #WestBengal #BJP #TrinamoolCongress
2169,2019-05-15 17:02:06+00:00,heritageimpex,"#Congress and it's objectively thinking supporters are feeling""let down"" or becoming laughing stock only bcs of the intelligence level of it's president #RahulGandhi It's obvious advtg #BJP  #Modi #MoodIndiaModi #HarGharModi #LokSabhaElections2019 #Modi #Modi"
2170,2019-05-15 16:59:15+00:00,anujsharrma,@derekobrienmp So you check there blood group and it's BJP. Anyone can take #BJP  flag and if kill someone then those are BJP goons. 😂Please join Kapil Sharma show.
2171,2019-05-15 16:59:04+00:00,isachin_A,"@AmitShah In Gujrat vidhansabha this daku said #BJP will cross 150 seats...i still remember how funny was that number n what bjp got there😂😂😂

Karnataka mai bhi aise hi bol raha tha #dakudaddy"
2172,2019-05-15 16:57:24+00:00,vikram140gulati,And that's why I say freedom of expression is not unlimited - especially if the expression is by vultures trained by #BJP
2173,2019-05-15 16:56:00+00:00,Bhar10duSharma,"BJP's National secretary Rahul Sinha while speaking to @NewsHtn said that he welcomes the decision of EC to relive Atri Bhatacharya and Rajiv Kumar. He further added that reduction in campaign time will not be a disadvantage for @BJP4India 
#Kolkata #Loksabhaelections2019"
2174,2019-05-15 16:54:39+00:00,bakaaasur,This is what happens when an unstoppable force meets an immovable object. #bengal #Election2019 #BengalBattle #BJP #TMC
2175,2019-05-15 16:51:24+00:00,ghoshkk,"@swapan55 U r shamelessly supporting #AmitShah , a known rogue  , without saying  that here is a CM who returns  insult .Did U enjoy when that rogue said Kangal Bengal ? #BJP is doomed in Bengal  , with and without your chamchagiri"
2176,2019-05-15 16:51:03+00:00,PlingEm,"@bainjal @geetv79 The @ECISVEEP has truly turned into a synonym of ""specific pliability""! Specific to Modi Shah! @SitaramYechury #LokSabhaElections2019"
2177,2019-05-15 16:50:02+00:00,rajeevsharmaiaf,@iyerthewarrior @ShivAroor @itispalkova @i_griffinpeter Don't be proud of a Neech Iyer of #INC. Just lead a simple and honest life.
2178,2019-05-15 16:49:46+00:00,royece,"@Happymanhari @sadhavi @INCIndia @RahulGandhi @priyankagandhi Very true, hope the results will make #INC analyze and come up with a better strategy. Ultimately it is determined perseverance, the lesson to be learned for everyone this election."
2179,2019-05-15 16:47:23+00:00,DurgeshChandMi1,Nationalism is the core issue of the Lok Sabha elections. No one can deny it. Our PM is the strongest symbol of the Nationalism.#BengalWithBJP #BJP#congres
2180,2019-05-15 16:45:23+00:00,SocioPoliticalW,@nikilshyamsukha @basit1231 @CommonUncommon_ Only seat from North Bengal of #BJP- Balurghat
2181,2019-05-15 16:43:42+00:00,faizy099,"@Kasheer_suneel @cpraghav @Pawankhera @DelhiPolice @IPSMadhurVerma @INCIndia Yeah! The same way, I feel extremely bad when these kuttar hindu (Extremist Hindu) lick the boots of #Modi, #Yogi, #Godse(Terrorist) and other #BJP goons in the name of Nationalism which is actually called terrorism."
2182,2019-05-15 16:40:48+00:00,anilsharma45,"And if you can't like your #BJP predecessor @VasudevDevnani who did nothing except for buying out time then please be frank and say NO and please say I am helpless in controlling fees in #private #schools. Don't fool #parents like your predecessor..Please
@GovindDotasra 
@RajCMO"
2183,2019-05-15 16:40:42+00:00,puspak_r_naik,Did any one else received call from #BJP to cast Vote to them ?
2184,2019-05-15 16:40:25+00:00,PlingEm,"@_pallavighosh You shouldn't be supporting a duo who have vandalized all the independent institutions in India. Does not auger well for democracy if media doesn't question Modi Shah for burning India in parts, in phases. #LokSabhaElections2019"
2185,2019-05-15 16:38:12+00:00,vikram140gulati,Instead of admonishing this toad #AmitShah the #EC cuts down the campaign period on the aid and legal advice of the #BJP- only a dimwit can't see this - don't worry bastards few days more #AbHogaNYAY #VoteNyayVoteCongress
2186,2019-05-15 16:36:47+00:00,NudgeIndia,"@neha_aks You think by appropriating Hinduism with #Fascism , Fascism becomes Hindu? Typical fascist tactics from Hitler, Mussolini, Franco, Pol Pot, Ayottolahs of Iran and now #BJP"
2187,2019-05-15 16:35:05+00:00,ShaktiPratapS19,"@myogiadityanath Already voted for #newindia
#bjp #ekbaarfirmodidarkar"
2188,2019-05-15 16:34:48+00:00,shrikantalat,"@waglenikhil It will be only in your dreams. ( Modi defeat )

Start preparing for 2024/2029 narrative from now onwards. That much is there in your hands for now.

#NamoForNewIndia that's for this #LokSabhaElections2019 sure."
2189,2019-05-15 16:34:47+00:00,Prakash14976,"Shem on Mamta Didi... somany BJP volantiers was died in WestBengal how many FRI you did. 
#BengalBurning  
#BengalPollViolence 
#ElectionCommission 
#NarendraModi 
#AmitShahInKolkata 
#BJP4India"
2190,2019-05-15 16:33:36+00:00,thinktowards,#BJP THE #GOONDARAJ COMMUNITY OF INDIA
2191,2019-05-15 16:32:05+00:00,SocioPoliticalW,"@tamashbeen_ Return of @MamataOfficial of 90's:
- Fighter
- Fire-brand
- Fearless
- Farsighted
- Favourite of the people
- Forcefull

Seems not good times for #Modi, #Shah &amp; DC

#LokSabhaElections2019 
#WestBengal #Kolkata #Vidyasagar"
2192,2019-05-15 16:31:57+00:00,IMSHREESHAIL,"@tehseenp Karnataka is my state, yes #BJP winning here big, 20 plus seats, there is huge misunderstanding between #JDS AND CONGRESS HERE , Congress gave up its winning seats to weak JDS 
@BSYBJP @AmitShah , wins 20 plus here"
2193,2019-05-15 16:31:24+00:00,thinktowards,"Cheaper Than The Cheapest #BJP

WHAT WE CAN EXPECT FROM AN UNEDUCATED PARTY.?

DISGUSTING"
2194,2019-05-15 16:28:26+00:00,thinktowards,@arunjaitley Violence created by #BJP Not by others because you #BJP cannot do anything or anymore other than #GOONDAGARDI to retain the power. So You All Blaming #TMC such a cheapest level of politics playing by #BJP
2195,2019-05-15 16:22:50+00:00,albertprayan,"India's dirty election campaigns should never become an example for other countries to follow. Both #BJP and #TMC leaders indulge in personal attacks and make below the belt comments. #DirtyPolitics #BengalBlameGame
@republic seems to enjoy watching #BengalBurning"
2196,2019-05-15 16:21:12+00:00,rajeevsharmaiaf,"@RahulGandhi Shows poor upbringing and English education in #UK and/or #USA university. Alumni of such an educational outfit spread #worldwide must feel ashamed and hang their head in shame.
#NewIndia 
#BJP 
#India 
#INC"
2197,2019-05-15 16:21:03+00:00,AnkitMayur1,"Who is responsible for the violence in Shah's road show ??
#BJP #TMC"
2198,2019-05-15 16:20:17+00:00,AAMartyris,"I don't need your attitude, I have my own - #BJP to #Congress #AbkiBaarKiskiSarkar #ModiHiAayega"
2199,2019-05-15 16:20:02+00:00,apanda73729,@rssurjewala How do you so sure that it is done by the #BJP peoples. Why cant be it by #TMC people. Iust because of #TMC is your alley in election. @rssurjewala
2200,2019-05-15 16:19:18+00:00,puriyash41,"It took long year's to build strong independent institutions ,which safe guarded Indian citizen 

But it took just 5 year's , Modi destroyed every institutions . 

MEDIA helped Modi in this Mission .

#ModiMadeDisaster 
#LokSabhaElections2019"
2201,2019-05-15 16:18:29+00:00,Vikas_human,"West Bengal Chief Minister Mamata Banerjee in Kolkata. Goons were brought from outside they created violence wearing saffron, violence similar to whn Babri Masjid was demolished
: @MamataOfficial 
#Election2019 #ElectionCommissionOfIndia #BJP #TMC #BengalBurning #BengalBlameGame"
2202,2019-05-15 16:17:03+00:00,AliHumdani,@Nidhipa @doomvs27 @Scarmanga69X2 @ahmad_online @Carloskhan69 @Final_Cut71 Yeah nothing about nation of #BJP
2203,2019-05-15 16:14:24+00:00,tamu20,"How many of u really feel that #AbkiBaar300Paar is gonna turn true on #23May2019 ?

#BengalBurning #BengalBlameGame #AbkiBaarKiskiSarkar #LokSabhaEelctions2019 #Elections2019 #Elections2019results #BJP #Congress #MahaGathbandhan #India #SaveOurDemocracy #like #share #rt"
2204,2019-05-15 16:14:10+00:00,DeyDebalina1,"Not a fan of Mamata at all but the ugly &amp; vicious campaign built by Modi-Shah this election can only be countered by her. If you attack a street fighter like Mamata, you too have to be a street fighter, which Modi &amp; Shah aren't. #LokSabhaElections2019"
2205,2019-05-15 16:14:08+00:00,VinayDokania,"According to @ECISVEEP law &amp; order situation in #Bengal is so bad ,Campaign for #LokSabhaElections2019 shud stop by 10 PM tomorrow.

But not bad enough that campaign shud be stopped now even though @narendramodi has 2rallies tomo.

Indeed unprecedented that EC is sold out to BJP"
2206,2019-05-15 16:13:32+00:00,krchandan,"@priyankagandhi does it again. Waves hand, gives flying kiss to those chanting Modi-Modi  enroute to her roadshow. #LokSabhaElections2019 #PriyankaGandhi #Priyanka #PriyankaGandhiInVaranasi #BREAKING"
2207,2019-05-15 16:13:27+00:00,khushboosinha19,"Those who are saying Bjp is doing this I want to know logic why anyone would vandalize it's own campaign, leaving it's own campaign in middle. #SaveBengalSaveDemocracy #LokSabhaElections2019 TMC is only one benefiting from it as this would not allow any other party to campaign."
2208,2019-05-15 16:13:21+00:00,viswanathauthor,With #BengalBurning #MamataBanerji is leaving no stone unturned 2 create chaos violence mayhem. All d blame has been shifted 2 #BJP calling #AmitShah a goon huh! Nothing can save d #TMC from miserable defeat Yesterday was a all goons day 👇
2209,2019-05-15 16:12:40+00:00,drnitinchaube,"@sardesairajdeep She actually has given the #BJP a smack in their face by walking the length and though #ElectionCommissionOfIndia seems hand in glove, yet she marks a fact #TrinamoolCongress wins #Bengal"
2210,2019-05-15 16:12:12+00:00,iamparshantgarg,"Once upon a time I had a lot of respect for @MamataOfficial, but I thank god that I am on the #right side.
#AyegaToModiHi #AyegaTohModiHi #BattleOf2019 #AbuseOfPower #Shah #Modi #BJP #BengalWithBJP #MamataBanerjee #Trinamool #BengalViolence #MamtaOff #MamtaOff #MamtaOff"
2211,2019-05-15 16:11:18+00:00,BucksRam,Will #AmitShah #BJP Totally denied the very clear video of #BJP instigated #KolkataViolence or say it is fake or #Didi followers were disguised in orange ?#NarendraModi
2212,2019-05-15 16:10:48+00:00,cbenjwal,Each and every statement said by Modi haters proves their insecurity more #AayegaTohModiHi #bjp #MeraBharatMahan #Indians
2213,2019-05-15 16:10:39+00:00,anandnama,"On the results, #BJP doing well. Less of a bjp doing, more because the party ruling the state has had an unabashed, lop sided, castist, policy, and for a long while now.. diluted it to suit electoral goals, not so long ago.

So, if WBengal goes saffron, we can thank #TMC :-)"
2214,2019-05-15 16:10:21+00:00,newsbluntmedia,"Meanwhile, he also reiterated that the workers of his party were beaten up and accused #TMC by stating that it can go up to any level.

He thanked God for rescuing him from the nuisance caused.

#BJP #WestBengal"
2215,2019-05-15 16:10:16+00:00,justAnanth2709,"@PTTVOnlineNews Instead of just dismissing such cases, HC should levy penalty for wasting the courts time on such non- sensical cases without merit and ulterior motive. #KamalHaasan #BJP #HRaja"
2216,2019-05-15 16:10:07+00:00,drbishnuhnepal,"#SouthAsia: This is the #LargestDemocracy of the world.. #Indian-#LokSabhaElection 2019 goes violent in road show of #BJP led by #AmitShah in #Kolkota -challenged by #Mamata's #Trinamul..
#Nepal-#Himalayas@#UNSG@#UNWTO@#TOI"
2217,2019-05-15 16:09:33+00:00,faizy099,"@inquestioner @ECISVEEP Koi faida nahi sir. Now, i really believe that phir se #BJP aane wali hai. India is going to be destroyed and can never take it's original shape ever."
2218,2019-05-15 16:08:54+00:00,kurinjiboy,"Is #bjp running the election commission? #LokSabhaElections2019
#BJP"
2219,2019-05-15 16:08:46+00:00,DragonSurgeon_,"Momta thinks she will speak like this and she will look ferocious, but she dont know @narendramodi and @AmitShah never speak like that but punch the opposition to ground by their deeds , bahot badi galti kar chuki he momta #BengalWithBJP #BattleOf2019 #BJP #AayegaTohModiHi"
2220,2019-05-15 16:07:11+00:00,SaiPai9,#BJP Didi's meltdown is complete!
2221,2019-05-15 16:06:51+00:00,DeeptiSachdeva_,"#BREAKING 

- Mamata Banerjee says #ElectionCommission is the puppet of #BJP

- Launches a personal attack on PM @narendramodi

- Mamata tells voters: Pack off Modi

#BengalBurning #BengalBlameGame #WestBengal #elections2019"
2222,2019-05-15 16:05:39+00:00,newsbluntmedia,"Also, for the first time, India's poll watchdog used Article 324 of the constitution, which gives it the powers of ""superintendence, direction and control of elections"". The campaigning for the 9 seats in #WestBengal would end after 10 pm on Thursday. #BJP"
2223,2019-05-15 16:05:26+00:00,SureshR28976791,@ssreddy28 I don’t think...#BJP has all dummy leaders...all are supported #Modi...
2224,2019-05-15 16:05:19+00:00,Mahi_Siddiqui15,"The way @MamataOfficial &amp; @Mayawati are taking on Modi is very interesting to see. He seems helpless to counter both of them. 
#LokSabhaElections2019"
2225,2019-05-15 16:03:56+00:00,RohitBo93904627,@rashtrapatibhvn Should take cognigance of @ECISVEEP they r behaving like #BJP members if their is a problem in Bengal y r they not finishing the campaign right now! Y giving time for #Modi to have his rallies
2226,2019-05-15 16:03:54+00:00,mbjain84,"This mesg is to the people of Bengal, if you want to be Indian think and vote or you will be citizens of Bangladesh in coming years. @MamataOfficial change yourself for the country, dont destroy Bengal bcoz of your selfishness. 

#BengalBlameGame #BengalWithBJP #BJP"
2227,2019-05-15 16:01:40+00:00,NandiniOza,"If there is so much interest to know what #NarendraModi eats, wears..., There should also be interest to know what #RahulGandhi likes. #Elections2019. In front of #Modi it is #publicrelations at its best, and before #RahulGandhi they try to be #Journalist at their best."
2228,2019-05-15 16:01:01+00:00,achandra16,"West Bengal CM, Mamata Banerjee: Election Commission's decision is  unfair, unethical and politically biased. PM Modi given time to finish  his two rallies tomorrow. #LokSabhaElections2019"
2229,2019-05-15 15:59:09+00:00,AamirSy61653294,"@acjoshi @SpokespersonECI @AshokLavasa @YouTube #SupremeCourt OPENLY doing DALALI for @BJP4India @AmitShah
@SpokespersonECI #DeletedVoter 

#ElectionCommissionOfIndia committed to WIN @narendramodi  that's why #ElectionCommission not count 50%""

#ElectionCommissionOfIndia PUPPET of #Modi

#ElectionCommission DESTROYED by #BJP"
2230,2019-05-15 15:57:56+00:00,IndexPulse,"On hearing that #EC cut short campaign schedule for #Elections2019 by a day
#MoMoTa Didi felt like the world had turned upside down

All that she herself does, is now putting up blame on #EC &amp; #BJP 😂

Conducted a #Press conf to make up for the loss of 1 less campaign #HowCute 🤭"
2231,2019-05-15 15:56:48+00:00,RichieRego,Only #EC is to be blamed for the #Election2019 violence. Very poorly planned process to favor #BJP. Every compliant has been decided in favor of #rulingparty.
2232,2019-05-15 15:55:07+00:00,abhiksitar,@ArvindKejriwal We will give reply to these shakhamrigas of BJP. #bjp #shakhamriga #RSS #bjpkajungleraaj #BJP_भगाओ_देश_बचाओ #hooligans
2233,2019-05-15 15:54:58+00:00,DurgeshChandMi1,How can Mamta Banerjee be so insensitive? Bengal is burning due to her approach. She is doing all the hypocritical activity.#BengalWithBJP #Congress #AmitShah #BJP
2234,2019-05-15 15:54:58+00:00,YUVAMARWADI,"@TodaysChanakya 2019 All India Tally (543 seats) 
#BJP 163 ± 8 Seats
#Cong 177 ± 13 Seats
#NDA 200 ±11 Seats
#UPA 240 ±16 Seats
Others 103 ±10 Seats"
2235,2019-05-15 15:54:28+00:00,KrishnaAnand_,Wow! Mamta Banerjee has lost it in her desperation to beat Modi! #LokSabhaElections2019
2236,2019-05-15 15:52:44+00:00,vrprasad12,"#NoShowPriyanka

They don't mind loosing the seat . Maatha only wanted to introduce daughter in place of son at some point of time. Aiming at only for 2024, thinking that in nxt 5 yrs, somehow they may get an upper hand to win then election.

#Modi  #SaveBengalSaveDemocracy #BJP"
2237,2019-05-15 15:51:35+00:00,ashutosh_nishu,Btw Jokes are part. But #BJP and #TMC both are playing Dirty politics and both are involved in what ever happening in West Bengal. Both are equally undemocratic. #AmitShah #23_मई_भाजपा_गई #BattleOf2019 #LokSabhaElections2019
2238,2019-05-15 15:50:33+00:00,sul1236,"@MamataOfficial Now we can say that #23maymamtagayi
#bjp
@narendramodi
#NamoAgain
#bangalwantmodi"
2239,2019-05-15 15:49:20+00:00,gogot2017,@NilaKallyani @MamataOfficial @BJP4India @RSSorg BJP #BJP#BengalWithBJP Hindus should not be left to be butchered. Not protecting them has only reflected your timidity &amp; softness. Dark History is beckoning.
2240,2019-05-15 15:48:15+00:00,MServe2grow,"@xanandp @narendramodi @AmitShah @RahulGandhi @ManiShankarAiya Newly joined in #BJP #ITcell ??

Best Wishes !! Make hay while it shines !"
2241,2019-05-15 15:48:06+00:00,WasimBeg1,@AnupamPKher Why has the #BJP not been able to fulfill any of its poll promises? I am referring to their Manifesto of 2014. #AskAnupam
2242,2019-05-15 15:44:35+00:00,KamalikaSengupt,#LokSabhaElections2019 Modi is scared of Bengal he is scared of me says @MamataOfficial .Police raiding getting money from cars is that the problem ? Reacts @MamataOfficial How can they interfere like this questions Mamata .This is unprescedented.
2243,2019-05-15 15:42:33+00:00,ItsMSKtweets,"@nagma_morarji @RahulGandhi India have 3 YAM-RAJs. They must be out of power in 2019.

BJP hatavo India Bacahavo

Y - YogiAdityaNath
A - Amith Shah
M - Modi

#Congress 
#RahulGandhi 
#RahulBadlegaIndia 
#AbHogaNyay"
2244,2019-05-15 15:40:02+00:00,Swapnil58195307,"@ANI Why is #Modi not asking for votes in the name of the following?

1. Make in India
2. Digital India
3. Skill India
4. Jan Dhan
5. Bullet train
6. Achche Din
7. GDP
8. Statue of Unity
9. Black money
10. Lokpal

#LokSabhaElections2019"
2245,2019-05-15 15:38:46+00:00,KamalikaSengupt,#LokSabhaElections2019 This is @BJP4India parties direction reacts @MamataOfficial .Entire election procedure has been regulated by BJP.@AmitShah did meeting created violence .
2246,2019-05-15 15:38:14+00:00,tanmoy_pj,"#WestBengal : It’s not ECI’s order, I feel it’s Modi-Shah’s direction says @MamataOfficial regarding Election Commission’s latest order #Kolkata #LokSabhaElections2019"
2247,2019-05-15 15:34:30+00:00,rkvvss,"I saw some #idiots showing various clippings of FIRs against people who shared memes, vulgar, obscene pictures mocking #BJP leaders including PM and comparing it with #WestBengal govt did to #PriyankaSharma.

Dear #Idiots, these are private FIRs &amp; govt has nothing to with."
2248,2019-05-15 15:31:40+00:00,CKannav,@dhruv_rathee Nobody will see this that #BJP is doing something they will turn this incident totally and would say that we were not able to see the truth kyuki Juth k badl thei #bjpchor #ChowkidarChorHai #fakepromises
2249,2019-05-15 15:31:08+00:00,rahulkilam,"Ambani brothers behind the curtains are trying to stop Modi...... ???? 

#LokSabhaElections2019"
2250,2019-05-15 15:31:05+00:00,_sabanaqvi,"By the way folks #BJP sleuths should check out #khanna market very close to #khan market...

Spotted some liberal types plotting sinister things there..."
2251,2019-05-15 15:30:10+00:00,at_agentofchaos,@JhaSanjay Latest is #BJP exit poll aur #Jha ka hua lol
2252,2019-05-15 15:27:55+00:00,SudhirPA3,"@htTweets @MamataOfficial This called ulta chor kotwaal ko daantey.
Can Mamata tell us:
Has #BJP done any such thing in any other state &amp; why only #Bengal?
Violence in every phase in Bengal?
Only BJP workers killed, none of #TMC's?
You abused Modi the most, why?
You are most insecured among all parties?"
2253,2019-05-15 15:24:56+00:00,vasudevan49,@haryannvi Who created Bhindranwale ? For political gain ?#INC
2254,2019-05-15 15:22:47+00:00,ajaychat555,"Very strange, the democracy has still not come under threat.
Where are all the members of GIROH
We will not speak, we want power, we have to remove #Modi at any cost.
लोकतंत्र और देश गया तेल लेने.
@ZeeNewsHindi
@aajtak 
@RahulGandhi 
@yadavakhilesh 
@Mayawati 
#MamtaBanerjee
#BJP"
2255,2019-05-15 15:19:49+00:00,1_lavya,"@bainjal Correction: #BJP was always that, a party of vandals, thugs &amp; goons even under Advani &amp; Bajpayee. Short term memory?"
2256,2019-05-15 15:19:47+00:00,Bhar10duSharma,Just in-- BJP's Rahul Sinha and West Bengal CM Mamata Banerjee have called urgent press conferences at 9pm respectively. @NewsHtn #Loksabhaelections2019 #WestBengal
2257,2019-05-15 15:18:42+00:00,SantuSwamy,"Who will form government on 23 May 2019 ? 
#Elections2019 #Election2019 #India #IndiaElects #Modi #BJP #Congress #19thMay2019"
2258,2019-05-15 15:17:39+00:00,BLSwarnkar2,#TMC losing ground or #BJP making headway in #WestBengal in the #IndiaElections2019
2259,2019-05-15 15:16:43+00:00,sidarjun7188,"Many people is of the opinion that #BJP might be the single largest party in #2019Elections. A lot of chat has been going on for the formation of Third Front. If bjp fails to hit 272, will congress play a second fiddle just like they did in Karnataka in 2018
#PostColumnistChat"
2260,2019-05-15 15:14:49+00:00,eDinamani,"@JhaSanjay ""when #BJP does a polarizing road-show? "" Is it only then? Otherwise peaceful!
And make all sort of statements fast... Only 8 days left."
2261,2019-05-15 15:14:17+00:00,AliHumdani,@doomvs27 @Nidhipa @Scarmanga69X2 @ahmad_online @Carloskhan69 @Final_Cut71 Lol 😂 your brain is seriously damaged but I can’t criticise you more cause I know you can’t say anything against #BJP to keep safe yourself and family.
2262,2019-05-15 15:13:11+00:00,NishiGoyal,@_sabanaqvi What do you mean by 'unleashing army of volunteers'? Is #WB reserved for Non-#BJP political activists? Why you never said anything similar about #Congress Unleashing Army of Dishonest Journalists on the Nation for decades? Or #AAP unleashing army of volunteers in #Delhi #Punjab?
2263,2019-05-15 15:13:07+00:00,vikram140gulati,So #EC again bending over for #BJP @modi #WestBengal
2264,2019-05-15 15:05:39+00:00,anbokshi,"@sreemoytalukdar Electoral Violence is integral 2 Bengal Electioneering.
Its Vicious this time bcoz Didi is aiming Delhi. 
42 seats or nearer will give her bargaining power.
Massive growth of #BJP is a spoiler 2 her dream.
Bjp is a real Challenge 2 #TMC 
Didi is loosing.
She is nervous&amp;neurotic."
2265,2019-05-15 15:04:10+00:00,vikram140gulati,#PriyankaGandhi mega has more people of #Varanasi than what #CloudyModi managed - Modi managed outside crowds imported #AbHogaNYAY #LokSabhaElections2019
2266,2019-05-15 15:00:40+00:00,goldenarcher,After realizing they couldn’t do much despite preparing for at least 4 years to get a few seats from Bengal in #LokSabhaElections2019 frustrated BJP unleashed criminals they brought from the Hindi heartland against the Bengalis by targeting Vidyasagar’s 19th-century statue. #Fail
2267,2019-05-15 14:59:59+00:00,AishPaliwal,"#LokSabhaElections2019 #WestBengal EC bans campaigning from 10pm tomorrow, meanwhile, Prime Minister Narendra Modi's schedule in West Bengal tomorrow 
1. A public meeting at 2:45 PM in Laxmikantapur (West Bengal), another at 4:30 PM at Dumdum Central Jail Maidan, Dumdum."
2268,2019-05-15 14:59:54+00:00,DrPrabuddhaGhan,"@ANI #BJP, YOU should be ashamed for what you have made of #God's #name. 
#Gandhiji used same name in freedom struggle meetings, but none objected including nonHindus."
2269,2019-05-15 14:57:54+00:00,Awhadspeaks,@_pallavighosh Every thing was well planned right from #sattelite to 5 phases and which state at which phase  and what will be the political narrative for each phase and state with #ElectionCommission behaving like a paid servant of #BJP wat more do u expect
2270,2019-05-15 14:56:32+00:00,smritikak,"#BJP's campaign in #WestBengal will end with PM Modi's two rallies on Thursday. On Friday the party had planned a roadshow, which now stands cancelled."
2271,2019-05-15 14:53:04+00:00,MpMannu2singh,"@derekobrienmp The TMC goons were mobilised in #Vidyasagar &amp; instigated the mob which was marching very peacefully.
Was not a well planned plot of #TMC of vandalism.
The @KolkotaPolice has taken 100s of #BJP supporters in to the custody but not a single of #TMC. Why ?
@ECISVEEP"
